chr1:6390664	12.37471503
chr1:6661634	13.16210526
chr1:8064999	20.30253521
chr1:8120528	.
chr1:8508675	.
chr1:8570921	.
chr1:10346470	14.56389791
chr1:10891302	.
chr1:12038938	.
chr1:15493994	11.88343234
chr1:16012613	11.48
chr1:16160950	.
chr1:16465572	29.88111717
chr1:16840781	.
chr1:17222679	.
chr1:19537315	19.12073043
chr1:19889663	.
chr1:20693716	.
chr1:20736819	.
chr1:20808281	10.30493506
chr1:24604098	.
chr1:24739062	.
chr1:25054456	.
chr1:26706166	.
chr1:26828332	.
chr1:26947462	.
chr1:27323861	30.35375681
chr1:29597021	10.62
chr1:30129508	.
chr1:32110727	.
chr1:32297650	.
chr1:34462964	.
chr1:35736218	13.02033898
chr1:37116283	.
chr1:39658973	11.53931034
chr1:40976122	14.6077037
chr1:44703959	14.60497674
chr1:45451019	.
chr1:45814496	20.32644518
chr1:46309391	.
chr1:46598484	.
chr1:47798551	.
chr1:51442812	.
chr1:52344525	.
chr1:53914905	.
chr1:54204480	.
chr1:57887737	.
chr1:59164272	14.85908257
chr1:65383266	10.699375
chr1:67064801	.
chr1:71546539	19.05784499
chr1:82269515	.
chr1:82270649	.
chr1:84805377	.
chr1:85668349	.
chr1:85809589	.
chr1:87690117	.
chr1:89590948	.
chr1:90246517	.
chr1:91852404	.
chr1:92035596	.
chr1:92049746	.
chr1:94793099	.
chr1:96938325	.
chr1:98871515	.
chr1:99732430	.
chr1:108741878	23.8442885
chr1:109263733	.
chr1:109288367	.
chr1:110199583	.
chr1:110333498	10.869375
chr1:110502184	.
chr1:110659310	.
chr1:110933466	.
chr1:115212190	.
chr1:117425000	.
chr1:120191434	.
chr1:145002736	12.04693208
chr1:145039998	11.96992481
chr1:146715273	15.47082126
chr1:147071136	.
chr1:147113877	15.71521739
chr1:149783921	11.7
chr1:150228408	.
chr1:150534993	32.58287614
chr1:151227240	13.25627907
chr1:151597369	12.53157895
chr1:151762914	.
chr1:151839978	.
chr1:152008450	34.48550633
chr1:153479503	11.06363636
chr1:153540812	15.0352
chr1:153581536	21.04861407
chr1:153671036	.
chr1:153762585	.
chr1:153963231	37.80275
chr1:154244787	.
chr1:154299109	11.41069307
chr1:154380245	.
chr1:154600414	10.87191489
chr1:154927590	.
chr1:155140398	.
chr1:155181362	18.1126069
chr1:155830884	.
chr1:155939631	24.26244275
chr1:155990772	.
chr1:156022819	21.8376
chr1:156096841	26.05035813
chr1:156868069	10.73180617
chr1:157015644	.
chr1:157963765	11.21111111
chr1:157972529	17.91537167
chr1:158970185	.
chr1:159825151	.
chr1:161187512	.
chr1:161510492	.
chr1:162662248	.
chr1:164607613	17.58688423
chr1:167765409	22.15503448
chr1:170279874	.
chr1:170533063	10.44677419
chr1:171335363	.
chr1:171751706	26.05099938
chr1:172110924	.
chr1:172902359	14.40621622
chr1:173381274	.
chr1:173990958	15.02589831
chr1:176435899	.
chr1:181058504	15.01621622
chr1:181065606	28.2834555
chr1:182757959	.
chr1:183237366	.
chr1:183237446	.
chr1:183237529	.
chr1:183237597	.
chr1:183440796	.
chr1:183792192	.
chr1:184019322	.
chr1:185285885	10.24842105
chr1:192116160	.
chr1:192509352	.
chr1:193073517	19.18946779
chr1:201084045	.
chr1:201916435	.
chr1:202055345	.
chr1:203373300	.
chr1:203449322	.
chr1:203475512	.
chr1:203504654	.
chr1:205114718	16.65803509
chr1:205144886	11.38864198
chr1:205569157	14.44965116
chr1:207071768	.
chr1:208412585	.
chr1:210466674	.
chr1:211688336	10.58769231
chr1:212460057	10.66828283
chr1:212840277	.
chr1:215739386	.
chr1:221612869	.
chr1:225707103	19.31368932
chr1:225965259	.
chr1:225966436	20.44336449
chr1:226069377	15.87991323
chr1:227001978	.
chr1:227016005	.
chr1:227070475	18.65260107
chr1:227503873	11.90222222
chr1:228269906	.
chr1:228757888	.
chr1:230853123	.
chr1:233085843	10.1122449
chr1:234737437	35.36205882
chr1:234750234	.
chr1:235070489	.
chr1:236083546	.
chr1:240422424	13.64048387
chr1:240628128	.
chr1:244086999	.
chr1:244816822	22.01333333
chr1:245935817	.
chr1:247372849	28.11461538
chr1:249168154	.
chr1:249200268	.
chr10:343170	.
chr10:3133343	34.70961788
chr10:4284705	.
chr10:4287571	.
chr10:6183297	.
chr10:6233721	11.9410989
