chr1:6390664	.
chr1:6661634	13.238493
chr1:8064999	11.259502
chr1:8120528	.
chr1:8508675	.
chr1:8570921	.
chr1:10346470	.
chr1:10891302	.
chr1:12038938	11.5607408
chr1:15493994	9.478839
chr1:16012613	7.437923
chr1:16160950	12.273879
chr1:16465572	9.396099125
chr1:16840781	9.7941165
chr1:17222679	13.57839
chr1:19537315	9.427371
chr1:19889663	.
chr1:20693716	5.5433375
chr1:20736819	.
chr1:20808281	10.4974308
chr1:24604098	3.353121
chr1:24739062	9.4870845
chr1:25054456	.
chr1:26706166	5.2867115
chr1:26828332	8.7981655
chr1:26947462	11.375929
chr1:27323861	16.466647
chr1:29597021	11.4412265
chr1:30129508	.
chr1:32110727	12.1732145
chr1:32297650	.
chr1:34462964	.
chr1:35736218	10.345589
chr1:37116283	3.47782
chr1:39658973	10.13638217
chr1:40976122	7.632208
chr1:44703959	.
chr1:45451019	10.479135
chr1:45814496	.
chr1:46309391	.
chr1:46598484	10.628538
chr1:47798551	10.6271725
chr1:51442812	18.7311665
chr1:52344525	11.7797495
chr1:53914905	4.760534
chr1:54204480	9.854034667
chr1:57887737	.
chr1:59164272	12.450435
chr1:65383266	5.17384
chr1:67064801	.
chr1:71546539	10.216002
chr1:82269515	9.4928905
chr1:82270649	9.4928905
chr1:84805377	.
chr1:85668349	10.295498
chr1:85809589	9.58205675
chr1:87690117	3.181391
chr1:89590948	.
chr1:90246517	.
chr1:91852404	.
chr1:92035596	5.2298855
chr1:92049746	.
chr1:94793099	9.6821195
chr1:96938325	.
chr1:98871515	6.0840205
chr1:99732430	.
chr1:108741878	12.2346615
chr1:109263733	8.593556
chr1:109288367	.
chr1:110199583	9.998577
chr1:110333498	7.6948134
chr1:110502184	11.9798505
chr1:110659310	.
chr1:110933466	12.734846
chr1:115212190	10.4455985
chr1:117425000	.
chr1:120191434	12.552264
chr1:145002736	8.836537333
chr1:145039998	20.644699
chr1:146715273	12.854497
chr1:147071136	12.4859245
chr1:147113877	.
chr1:149783921	7.4363096
chr1:150228408	12.7307465
chr1:150534993	17.432813
chr1:151227240	12.585385
chr1:151597369	9.7696225
chr1:151762914	13.147158
chr1:151839978	.
chr1:152008450	22.264855
chr1:153479503	7.489992
chr1:153540812	14.0569215
chr1:153581536	22.9035865
chr1:153671036	.
chr1:153762585	.
chr1:153963231	13.978881
chr1:154244787	12.346877
chr1:154299109	13.719817
chr1:154380245	13.117259
chr1:154600414	12.2963385
chr1:154927590	14.094081
chr1:155140398	17.175404
chr1:155181362	.
chr1:155830884	11.468247
chr1:155939631	.
chr1:155990772	10.6449205
chr1:156022819	15.689708
chr1:156096841	9.241434167
chr1:156868069	11.030322
chr1:157015644	15.91683625
chr1:157963765	11.8227445
chr1:157972529	9.4303786
chr1:158970185	5.0987305
chr1:159825151	9.898305
chr1:161187512	.
chr1:161510492	6.9794695
chr1:162662248	.
chr1:164607613	8.1514825
chr1:167765409	7.726413667
chr1:170279874	.
chr1:170533063	.
chr1:171335363	.
chr1:171751706	12.2234855
chr1:172110924	.
chr1:172902359	8.379103
chr1:173381274	.
chr1:173990958	14.090139
chr1:176435899	.
chr1:181058504	10.21394414
chr1:181065606	10.21394414
chr1:182757959	10.5259685
chr1:183237366	5.278763444
chr1:183237446	5.278763444
chr1:183237529	5.278763444
chr1:183237597	5.278763444
chr1:183440796	8.404740667
chr1:183792192	3.234301
chr1:184019322	14.455003
chr1:185285885	13.671085
